ReportTS	CompanyName	FaceID	ClientFaceID	PlayerVersion	Play	ContractNumber	LineNumber	CreativeID	NoOfSegments	DwellSeconds	Length	CampaignName	CreativeName	PlayCountToday	SOV	Frequency	Image	CampaignFromDate	CampaignToDate	ScheduleStartDate	ScheduleEndDate	AdvertiserName	AuditPlay	TotalSpots	AuditPlayCount	AuditPlayComment	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C418883	1	243734	8	8	64	Sheetz 404RX	MTO_5406_8.30.23 2_$6 Breakfast Mix n Match Billboard_0628  30x10 Digital.jpg	354	1	1		2022-10-03 0:00:00	2024-09-29 0:00:00	2023-08-30 0:00:00	2024-09-29 0:00:00	Harmelin Media-Sheetz																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C418888	1	244291	8	8	64	Superior Performance Auto Repair 404RX	SuperiorPerformance_0404LX_140x460_PIXELS_8_30_2023_01.jpg	177	1	1		2023-02-06 0:00:00	2024-02-04 0:00:00	2023-08-30 0:00:00	2024-02-04 0:00:00	Superior Performance Automotive Repair																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C418888	1	244292	8	8	64	Superior Performance Auto Repair 404RX	SuperiorPerformance_0404LX_140x460_PIXELS_8_30_2023_02.jpg	177	1	1		2023-02-06 0:00:00	2024-02-04 0:00:00	2023-08-30 0:00:00	2024-02-04 0:00:00	Superior Performance Automotive Repair																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C419370	2	209195	8	8	64	Capital Outdoor Self Promo 404RX	Capital_Available_0404LX_0404RX_DIGITAL_9Hx30W_140x460PIXELS_RGB_V4.jpg	177	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C419370	2	209196	8	8	64	Capital Outdoor Self Promo 404RX	CapitalOutdoor_Self_Promo_0411RX_0412LX_FILLER_150x475Pixel_RGB_1.jpg	177	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C419815	2	243402	8	8	64	Wake Tech CC 404RX PAID	Ignite Your Future_140x460 px.jpg	355	1	1		2023-07-01 0:00:00	2024-06-28 0:00:00	2023-08-01 0:00:00	2024-06-28 0:00:00	Wake Tech Community College																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C423048	1	245690	8	8	64	ECU 404RX PAID	ECU_ONLINE_0404LX_0404RX_DIGITAL_140x460_Pixels-1	355	1	1		2023-08-14 0:00:00	2023-12-31 0:00:00	2023-10-16 0:00:00	2023-12-31 23:59:00	Necessary Marketing-East Carolina University																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C426900	1	245692	8	8	64	NCOAA PEP Program - 404RX Bonus	NCOAA_0404_DIGITAL_140x460_PIXEL_ENGLISH_10_11_2023	177	1	1		2023-10-16 0:00:00	2024-01-07 0:00:00	2023-10-16 0:00:00	2024-01-07 23:59:00	NCOOA PEP Program - 404RX Bonus																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C426900	1	245693	8	8	64	NCOAA PEP Program - 404RX Bonus	NCOAA_0404_DIGITAL_140x460_PIXEL_SPANISH_10_11_2023	178	1	1		2023-10-16 0:00:00	2024-01-07 0:00:00	2023-10-16 0:00:00	2024-01-07 23:59:00	NCOOA PEP Program - 404RX Bonus																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-01	0404RX-NC24	2.0.2.0	1	C426976	1	245725	8	8	64	VAPR Campaign - 404RX	Rifbar_Vape_OCT2023_0404RX_140x460_PIXEL_10_10_2023	354	1	1		2023-10-16 0:00:00	2023-11-12 0:00:00	2023-10-16 0:00:00	2023-11-12 23:59:00	VAPR Campaign - 404RX																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418828	1	201355	8	8	64	Auto Direct 404LX Annual	SALES_BANNER.jpg	475	1	1		2023-05-08 0:00:00	2024-05-05 0:00:00	2023-05-08 0:00:00	2024-05-05 0:00:00	Auto Direct																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	0	C418897	1	203110	8	8	64	Red Truck Media-Ryan Homes 404LX Spot 1	RyansHomes-0404LX_2_15_2023	NULL	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-02-13 0:00:00	2024-02-11 0:00:00	Red Truck Media - Ryan Homes																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418897	1	203111	8	8	64	Red Truck Media-Ryan Homes 404LX Spot 1	RyanHomes_0404LX_4_6_2023	238	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-02-13 0:00:00	2024-02-11 0:00:00	Red Truck Media - Ryan Homes																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418897	1	203112	8	8	64	Red Truck Media-Ryan Homes 404LX Spot 1	1.26.23_TH_Ryan_Homes___Pearces_Landing_20043371	237	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-02-13 0:00:00	2024-02-11 0:00:00	Red Truck Media - Ryan Homes																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418900	1	203146	8	8	64	Carolina Camper Works 404LX	CarolinaCamper_0404LX_DIGITAL_9Hx30W_140x460_Pixels_RGB_4 (1).jpg	476	1	1		2023-03-13 0:00:00	2024-03-10 0:00:00	2023-03-13 0:00:00	2024-03-10 0:00:00	Carolina Camper Works																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	0	C418901	1	203161	8	8	64	Universal Chevy 404LX	UniversalChevy_0404LX_0404RX_DIGITAL_2b-1.jpg	0	2	1		2023-01-16 0:00:00	2024-01-14 0:00:00	2023-06-17 0:00:00	2024-01-14 0:00:00	Universal Chevy																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	0	C418901	1	203163	8	8	64	Universal Chevy 404LX	UniversalChevy_0404LX_0404RX_DIGITAL_15.jpg	0	1	1		2023-01-16 0:00:00	2024-01-14 0:00:00	2023-06-17 0:00:00	2024-01-14 0:00:00	Universal Chevy																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	0	C418901	1	244855	8	8	64	Universal Chevy 404LX	UniversalChevy_JonOlson_0404LXDIGITAL_9Hx30W_p1.jpg	0	1	1		2023-01-16 0:00:00	2024-01-14 0:00:00	2023-09-21 0:00:00	2023-11-07 0:00:00	Universal Chevy																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418901	1	245037	8	8	64	Universal Chevy 404LX	MeetOnMain_0404_140x460_Pixels_9_27_2023_.jpg	237	1	1		2023-01-16 0:00:00	2024-01-14 0:00:00	2023-10-08 0:00:00	2023-10-20 0:00:00	Universal Chevy																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418901	1	245419	8	8	64	Universal Chevy 404LX	UniversalChevy_JonOlson_0404LXDIGITAL_9Hx30W_p2.jpg	238	1	1		2023-01-16 0:00:00	2024-01-14 0:00:00	2023-10-05 0:00:00	2023-11-07 0:00:00	Universal Chevy																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	0	C418903	1	203174	8	8	64	Vardy HPC 404LX	Vardy_0404LX_0404RX_DIGITAL_9Hx30W_280Hx920Pixels_RGB_V17	NULL	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-01-30 0:00:00	2024-01-28 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	236461	8	8	64	Vardy HPC 404LX	Vardy_0404LX_ClientDesign_140x460_PIXELS_6_21_2023_.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-06-21 0:00:00	2024-01-28 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	241706	8	8	64	Vardy HPC 404LX	Vardy_0404LX_DIGITAL_140x460_PIXELS_6_26_2023.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-06-28 0:00:00	2024-01-28 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	243989	8	8	64	Vardy HPC 404LX	Vardy_0404LX_0404RX_DIGITAL_9Hx30W_140Hx460Pixels_RGB_V21.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-08-14 0:00:00	2024-01-28 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	244050	8	8	64	Vardy HPC 404LX	Vardy_0404LX_0404RX_140Hx460_Pixels_8_17_2023.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-08-17 0:00:00	2023-10-21 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	244290	8	8	64	Vardy HPC 404LX	Vardy_0404LX_0404RX_140Hx460_Pixels_8_28_2023.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-08-30 0:00:00	2024-01-28 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	244941	8	8	64	Vardy HPC 404LX	Vardy_0404LX_0404RX_DIGITAL_9Hx30W_HIGH REZ_72dpi_RGB_p26.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-09-23 0:00:00	2023-11-23 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C418903	1	245033	8	8	64	Vardy HPC 404LX	Vardy_0404LX_DIGITAL_9Hx30W_HIGH REZ_300dpi_RGB_V27.jpg	68	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-09-27 0:00:00	2023-12-04 0:00:00	Vardy HPC																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C419370	3	209197	8	8	64	Capital Outdoor Self Promo 404LX	Capital_Available_0404LX_0404RX_DIGITAL_9Hx30W_140x460PIXELS_RGB_V4.jpg	238	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C419370	3	209198	8	8	64	Capital Outdoor Self Promo 404LX	CapitalOutdoor_Self_Promo_0411RX_0412LX_FILLER_150x475Pixel_RGB_1.jpg	237	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C422939	1	243872	8	8	64	Carolina Self Storage 404LX PAID	CarolinaSecureStorage_0404LX_140x460_PIXEL_8_9_2023_01.jpg	238	1	1		2023-08-14 0:00:00	2024-08-11 0:00:00	2023-08-14 0:00:00	2024-08-11 0:00:00	Creedmoor Holding Co - Carolina Self Storage																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C422939	1	243873	8	8	64	Carolina Self Storage 404LX PAID	CarolinaSecureStorage_0404LX_140x460_PIXEL_8_9_2023_02.jpg	237	1	1		2023-08-14 0:00:00	2024-08-11 0:00:00	2023-08-14 0:00:00	2024-08-11 0:00:00	Creedmoor Holding Co - Carolina Self Storage																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	0	C426341	1	245401	8	8	64	COMMITTEE TO ELECT Philip Tarnaski & Jorge Cordova - 0404LX-NC24 - 1 SPOT	ELECT_PhilipTarnaski_JorgeCordova_0404_MASTER_0404_DIGITAL_9x30_140x460_PIXEL_p2.jpg	0	1	1		2023-10-04 0:00:00	2023-11-05 0:00:00	2023-10-04 0:00:00	2023-11-05 0:00:00	COMMITTEE TO ELECT Philip Tarnaski & Jorge Cordova																								
2023-10-16 7:49:57	Capital Outdoor	NC480428-02	0404LX-NC24	2.0.2.0	1	C426341	1	245525	8	8	64	COMMITTEE TO ELECT Philip Tarnaski & Jorge Cordova - 0404LX-NC24 - 1 SPOT	ELECT_PhilipTarnaski_JorgeCordova_0404_DIGITAL_9x30_140x460_PIXEL_p3.jpg	475	1	1		2023-10-04 0:00:00	2023-11-05 0:00:00	2023-10-06 0:00:00	2023-11-05 0:00:00	COMMITTEE TO ELECT Philip Tarnaski & Jorge Cordova																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	1	244589	8	8	64	Gunter Automotive 412LX Spot 1	1.png	492	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	2	244590	8	8	64	Gunter Automotive 412LX Spot 2	2.png	493	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	3	244591	8	8	64	Gunter Automotive 412LX Spot 3	3.png	493	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	4	244592	8	8	64	Gunter Automotive 412LX Spot 4	4.png	493	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	5	244593	8	8	64	Gunter Automotive 412LX Spot 5	5.png	492	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	6	244594	8	8	64	Gunter Automotive 412LX Spot 6	6.png	493	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	7	244595	8	8	64	Gunter Automotive 412LX Spot 7	7.png	493	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA476759-01	0412LX-VA02	2.0.2.0	1	C422476	8	244597	8	8	64	Gunter Automotive 412LX Spot 8	8.png	493	1	1		2023-07-31 0:00:00	2024-07-28 0:00:00	2023-09-12 0:00:00	2024-07-28 0:00:00	Gunter Automotive																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C417477	1	244327	8	8	64	Rosie's 411RX	CDR_62857_CV_WINNERS_BILLBOARDS_OD_300x950_NewMembers	120	1	1		2023-03-29 0:00:00	2024-03-28 0:00:00	2023-10-01 0:00:00	2023-10-31 0:00:00	Masterminds																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C417477	1	244329	8	8	64	Rosie's 411RX	CDR_62857_CV_WINNERS_BILLBOARDS_OD_300x950_Winner4	358	3	1		2023-03-29 0:00:00	2024-03-28 0:00:00	2023-10-16 0:00:00	2023-10-22 0:00:00	Masterminds																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C417485	1	244472	8	8	64	Judkins Insurance 411RX PAID	JudkinsInsurance_0411RX_120x380_Pixels_9_7_2023.jpg	239	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-09-11 0:00:00	2024-01-28 0:00:00	Judkins Insurance Agency LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C417485	1	245529	8	8	64	Judkins Insurance 411RX PAID	JudsonInsurance_0411LX_10_4_2023.jpg	238	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-10-09 0:00:00	2023-10-22 0:00:00	Judkins Insurance Agency LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C418067	1	244230	8	8	64	Adzilla 411RX Spot 1	TMS - 8x25 Digital - do you smell that new mower.jpeg	478	1	1		2022-07-25 0:00:00	2024-07-21 0:00:00	2023-08-29 0:00:00	2024-07-21 0:00:00	Adzilla LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C418069	1	244231	8	8	64	Adzilla 411RX Spot 2	8x25 Digital -  TMS - Mower as low as.jpeg	479	1	1		2022-07-25 0:00:00	2024-07-21 0:00:00	2023-08-29 0:00:00	2024-07-21 0:00:00	Adzilla LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C419370	1	209194	8	8	64	Capital Outdoor Self Promo 411RX	Capitaloutdoor_Available_DEC2021_150Hx475W_Pixels_RGB_2.jpg	0	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C426209	1	245280	8	8	64	The Center for Housing Education 411RX	CenterForHousingEducation_Sept2023_0411LX Spot2	478	1	1		2023-10-02 0:00:00	2024-08-25 0:00:00	2023-10-02 0:00:00	2024-08-25 0:00:00	Center for Housing 2																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C426337	1	245374	8	8	64	Mills for Sheriff 411LX	DelMillsForSheriff_0411-120x380-10-2-2023.jpg	478	1	1		2023-10-04 0:00:00	2023-11-07 0:00:00	2023-10-04 0:00:00	2023-11-07 0:00:00	Mills for Sheriff																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C426552	1	245583	8	8	64	FMC - Fresenius Medical Care Martinsville	FMC_FreseniusMedicalCare_Martinsville_0411RX_DIGITAL_8x25_120x380_PIXEL_Display_10_6_2023_A.jpg	240	1	1		2023-10-09 0:00:00	2024-03-24 0:00:00	2023-10-09 0:00:00	2024-03-24 0:00:00	FMC - Fresenius Medical Care Martinsville																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C426552	1	245584	8	8	64	FMC - Fresenius Medical Care Martinsville	FMC_FreseniusMedicalCare_Martinsville_0411RX_DIGITAL_8x25_120x380_PIXEL_Display_10_6_2023_B.jpg	239	1	1		2023-10-09 0:00:00	2024-03-24 0:00:00	2023-10-09 0:00:00	2024-03-24 0:00:00	FMC - Fresenius Medical Care Martinsville																								
2023-10-16 7:49:57	Capital Outdoor	VA668562-01	0411RX-VA02	2.0.2.0	1	C427056	1	245749	8	8	64	TOTAL FACE & BODY (renewal 10/16/23)	TotalFaceAndBody_0411RX_DIGITAL_120x380_PIXELS_6_20_2023.jpg	126	1	1		2023-10-16 0:00:00	2024-10-13 0:00:00	2023-10-16 0:00:00	2024-10-13 23:59:00	Total Face & Body																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C419165	1	243235	8	8	64	Eden Jewelry 411LX Bonus	EdenJewelry_0411LX_300x950_PIXEL_2_9_2023_01	182	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-07-16 0:00:00	2024-02-11 0:00:00	Eden Jewelry																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C419165	1	243236	8	8	64	Eden Jewelry 411LX Bonus	EdenJewelry_0411LX_300x950_PIXEL_2_21_2023_03	182	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-07-16 0:00:00	2024-02-11 0:00:00	Eden Jewelry																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C419366	1	244568	8	8	64	Patrick & Henry Comm College Foundation 411LX Paid	GOSPEL XMAS.jpg	364	1	1		2023-01-30 0:00:00	2024-01-28 0:00:00	2023-10-09 0:00:00	2024-01-28 0:00:00	Patrick & Henry Community College Foundation																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C419370	5	209201	8	8	64	Capital Outdoor Self Promo 411LX	Capitaloutdoor_Available_DEC2021_150Hx475W_Pixels_RGB_2.jpg	364	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C420676	1	241175	8	8	64	Averett University 411LX PAID	AverettUniversity_0411LX_120x380_PIXELS_6_23_2023.jpg	364	1	1		2023-07-03 0:00:00	2023-12-17 0:00:00	2023-07-03 0:00:00	2023-12-17 0:00:00	Averett University																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C423418	1	244938	8	8	64	The Center for Housing Education - 411LX Spot 1	CenterForHousingEducation_SEPT2023_0411LX_8x25_120x380_PIXELS_9_21_2023.jpg	364	1	1		2023-08-28 0:00:00	2024-08-25 0:00:00	2023-08-28 0:00:00	2024-08-25 0:00:00	The Center for Housing Education																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C423491	1	244067	8	8	64	Demetria Clark Hauser Realty 411LX PAID	HauserRealty_0411LX_0411LX_DIGITAL_120x380_PIXEL_8_16_2023.jpg	364	1	1		2023-08-21 0:00:00	2024-02-04 0:00:00	2023-08-21 0:00:00	2024-02-04 0:00:00	Demetria Clark Hauser Realty																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C426337	1	245374	8	8	64	Mills for Sheriff 411LX	DelMillsForSheriff_0411-120x380-10-2-2023.jpg	364	1	1		2023-10-04 0:00:00	2023-11-07 0:00:00	2023-10-04 0:00:00	2023-11-07 0:00:00	Mills for Sheriff																								
2023-10-16 7:49:57	Capital Outdoor	VA677244-01	0411LX	2.0.2.0	1	C426806	1	245657	8	8	64	David Moore/Henry County Treasurer	David_Moore_POLITICAL_0411LX_DIGITAL_120x380_PIXEL_10_10_2023	363	1	1		2023-10-16 0:00:00	2023-11-05 0:00:00	2023-10-16 0:00:00	2023-10-31 23:59:00	David Moore/Henry County Treasurer																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C419164	1	243232	8	8	64	Eden Jewelry 392LX Paid	EdenJewelry_0392LX_DIGITAL_384x1056_PIXEL_2_9_2023_01.jpg	328	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-07-16 0:00:00	2024-02-11 0:00:00	Eden Jewelry																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C419164	1	243233	8	8	64	Eden Jewelry 392LX Paid	EdenJewelry_0392LX_DIGITAL_384x1056_PIXEL_2_21_2023_03.jpg	328	1	1		2023-02-13 0:00:00	2024-02-11 0:00:00	2023-07-16 0:00:00	2024-02-11 0:00:00	Eden Jewelry																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C419370	6	209202	8	8	64	Capital Outdoor Self Promo 392LX	AVAILABLE_STUART_5408156273_0392LX_DIGITAL_10ft6inx28ft10in_192x528_PIXEL_1.jpg	656	1	1		2023-01-01 0:00:00	2025-12-31 0:00:00	2023-01-01 0:00:00	2025-12-31 0:00:00	Capital Outdoor																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C419374	1	243912	8	8	64	Property Owner 392LX	SammyWright_0392LX_DIGITAL_192x528 Pixels v2.jpg	656	1	1		2022-08-19 0:00:00	2024-12-31 0:00:00	2023-08-28 0:00:00	2024-12-31 0:00:00	Property Owner 392LX																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C420383	1	236464	8	8	64	Daniels Auto Glass 392LX PAID	DanielsLawnCare_0392LX_DIGITAL_10ft6inx28ft10in_192x528_PIXEL_6_21_2023	132	1	1		2023-06-26 0:00:00	2024-06-23 0:00:00	2023-06-26 0:00:00	2024-06-23 0:00:00	Daniels Auto Glass LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C420383	1	236465	8	8	64	Daniels Auto Glass 392LX PAID	DanielsAutoGlass_0392LX_0392LX_DIGITAL_10ft6inx28ft10in_192x528_PIXEL_6_20_2023_04b	131	1	1		2023-06-26 0:00:00	2024-06-23 0:00:00	2023-06-26 0:00:00	2024-06-23 0:00:00	Daniels Auto Glass LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C420383	1	236466	8	8	64	Daniels Auto Glass 392LX PAID	DanielsAutoGlass_0392LX_0392LX_DIGITAL_10ft6inx28ft10in_192x528_PIXEL_6_20_2023_03b	131	1	1		2023-06-26 0:00:00	2024-06-23 0:00:00	2023-06-26 0:00:00	2024-06-23 0:00:00	Daniels Auto Glass LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C420383	1	236467	8	8	64	Daniels Auto Glass 392LX PAID	DanielsAutoGlass_0392LX_0392LX_DIGITAL_10ft6inx28ft10in_192x528_PIXEL_6_20_2023_02b	131	1	1		2023-06-26 0:00:00	2024-06-23 0:00:00	2023-06-26 0:00:00	2024-06-23 0:00:00	Daniels Auto Glass LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C420383	1	236468	8	8	64	Daniels Auto Glass 392LX PAID	DanielsAutoGlass_0392LX_0392LX_DIGITAL_10ft6inx28ft10in_192x528_PIXEL_6_20_2023_01b	131	1	1		2023-06-26 0:00:00	2024-06-23 0:00:00	2023-06-26 0:00:00	2024-06-23 0:00:00	Daniels Auto Glass LLC																								
2023-10-16 7:49:57	Capital Outdoor	VA677245-01	0392LX-VA02	2.0.2.0	1	C420675	1	241174	8	8	64	Averett University 392LX PAID	AverettUniversity_0392LX_192x528_PIXELS_6_23_2023.jpg	656	1	1		2023-07-03 0:00:00	2023-12-17 0:00:00	2023-07-03 0:00:00	2023-12-17 0:00:00	Averett University																								
